386,8
726,8
1705,4
1994,3
3338,8
3816,8
4844,5
5445,4
5987,3
7884,5
9318,2
9370,4
9507,1
9758,9
10346,1
11815,4
12181,5
12738,9
13001,1
13193,3
13537,1
14387,7
14881,2
15365,5
15482,3
15589,7
16042,8
18770,3
18889,0
20111,9
20232,1
20255,7
20418,0
20673,3
21475,8
21802,2
21827,9
22579,2
23009,0
23162,2
23245,1
24569,6
24980,4
25355,7
25636,6
26040,0
26184,0
26262,0
27260,9
27276,1
27450,9
28056,1
28945,0
29149,6
29818,4
29954,7
30114,6
30718,7
31649,5
31789,2
32595,2
32623,6
33218,4
33668,8
34327,3
34601,6
35481,0
35624,4
35810,6
36612,7
37445,6
37615,2
38213,7
38404,0
38780,6
39396,4
39477,7
39602,8
40452,3
42321,5
43194,8
45780,5
45810,9
45974,1
46163,2
46828,9
48185,0
48251,5
48945,6
49614,2
49638,3
49683,4
50373,9
50525,1
50717,3
55075,5
56019,8
56304,9
57866,7
58757,5
