407,5
1493,6
1728,9
3048,3
3374,9
4065,9
4281,3
4331,7
4337,6
4537,8
4931,0
5957,1
7351,5
7376,8
7401,6
7441,8
7595,5
7731,7
8520,8
9635,6
9668,2
10362,1
10467,4
11059,7
11326,1
11371,1
12108,3
12133,1
12348,7
12611,5
12846,9
12920,3
13274,8
13358,9
13683,4
14545,0
14881,2
16161,6
16316,7
17050,0
17313,4
17464,2
17769,4
18047,8
18095,1
18519,4
20358,9
20470,3
22378,0
23373,3
24695,2
25088,2
25830,7
25977,6
27407,0
27499,5
28146,4
28371,3
28989,8
31807,2
32248,5
32754,6
33252,9
33253,0
33769,1
34288,5
34738,8
37531,1
37548,5
38487,1
39500,7
40081,4
41904,5
42794,3
43153,2
44592,9
44981,6
46045,6
47607,4
47984,2
48185,0
49998,4
50858,4
50958,0
51546,0
52014,3
52043,5
52201,8
52412,6
52812,2
52829,2
53986,7
54387,8
55336,3
55476,7
55556,0
56577,9
58703,9
59864,1
59871,7
