35,5
44,3
53,4
78,1
123,7
166,4
173,5
180,2
188,8
190,2
216,0
226,9
227,9
228,3
289,4
297,4
307,7
346,9
348,8
370,7
373,4
421,6
445,8
449,6
463,5
474,5
497,7
502,5
506,6
514,5
516,5
523,5
539,8
569,4
579,5
603,0
634,7
649,6
659,3
662,0
688,2
727,9
728,7
738,1
763,9
768,5
778,5
789,3
795,7
815,5
821,1
836,5
874,3
886,5
910,6
950,7
980,9
1013,8
1014,7
1032,5
1039,5
1062,5
1095,1
1100,6
1149,4
1176,4
1186,7
1200,1
1204,6
1233,3
1247,8
1300,7
1356,5
1364,9
1402,5
1404,8
1406,5
1429,3
1504,6
1577,5
1604,4
1648,2
1652,7
1661,3
1678,0
1683,9
1689,3
1690,5
1700,1
1719,7
1737,3
1774,2
1799,3
1803,7
1809,3
1820,9
1824,5
1848,7
1851,7
1870,3
1875,9
1890,6
1908,3
1913,5
1920,2
1978,5
2028,5
2035,6
2115,7
2167,6
2182,5
2203,3
2229,7
2231,8
2242,6
2290,4
2297,7
2300,6
2375,1
2404,0
2445,5
2464,2
2508,2
2540,7
2546,4
2570,6
2597,0
2643,9
2650,7
2666,7
2669,3
2671,3
2677,9
2690,5
2696,9
2733,2
2768,8
2772,4
2775,5
2788,3
2789,6
2798,9
2823,1
2929,7
2961,3
2968,5
2984,7
3047,3
3095,9
3120,1
3139,6
3140,7
3177,1
3204,5
3217,4
3220,3
3232,9
3236,7
3240,4
3245,6
3254,8
3281,8
3288,6
3311,9
3323,3
3357,2
3363,6
3400,3
3415,3
3432,8
3489,8
3502,8
3519,9
3539,5
3549,1
3550,3
3575,5
3585,0
3603,0
3604,1
3613,5
3639,4
3648,5
3671,6
3681,5
3697,4
3715,0
3747,7
3749,6
3801,5
3831,1
3835,3
3921,5
3995,3
3997,3
3999,6
4037,5
4052,8
4073,3
4103,8
4130,7
4210,6
4219,9
4260,9
4297,4
4304,5
4323,9
4339,3
4358,7
4395,7
4409,4
4442,2
4479,7
4491,3
4503,9
4516,7
4543,3
4552,3
4583,3
4609,8
4631,6
4689,9
4697,2
4714,2
4739,5
4755,3
4799,7
4845,5
4863,7
4894,9
4899,7
4901,9
4906,0
4912,9
4961,5
4967,8
4985,0
4994,0
5051,1
5064,4
5067,3
5075,1
5095,2
5176,1
5308,7
5329,6
5345,2
5351,1
5352,7
5397,2
5410,4
5440,5
5456,5
5463,8
5472,7
5487,0
5525,0
5540,7
5546,7
5568,7
5572,9
5601,1
5606,5
5612,0
5651,7
5659,2
5671,6
5676,7
5704,9
5721,6
5731,1
5732,1
5772,6
5784,7
5797,9
5806,9
5824,1
5855,7
5865,9
5880,4
5906,7
5919,3
5940,9
5952,2
5956,6
5975,7
6004,5
6012,2
6015,7
6019,9
6034,0
6042,9
6043,1
6066,8
6074,9
6081,3
6120,4
6128,4
6139,6
6147,7
6168,2
6172,2
6205,9
6250,7
6270,2
6278,7
6282,3
6288,8
6304,7
6313,6
6333,7
6361,7
6372,1
6374,5
6420,3
6466,2
6472,5
6535,9
6550,7
6603,0
6605,2
6655,5
6656,4
6695,7
6743,2
6768,0
6772,5
6781,5
6789,6
6845,7
6858,3
6861,2
6868,5
6900,1
6909,6
6937,2
6954,6
7002,4
7015,6
7032,5
7132,3
7136,8
7184,8
7189,3
7201,9
7204,4
7210,7
7213,7
7223,2
7235,5
7250,3
7254,0
7278,7
7299,4
7316,8
7326,2
7340,7
7343,4
7346,5
7348,7
7382,5
7391,0
7398,6
7448,5
7449,5
7452,6
7479,8
7481,5
7489,4
7504,6
7506,0
7512,8
7523,2
7530,7
7534,7
7567,2
7580,6
7590,3
7592,5
7597,0
7628,2
7639,5
7644,7
7655,3
7698,3
7699,5
7701,3
7751,4
7761,1
7762,3
7785,6
7790,2
7807,0
7820,5
7823,2
7848,5
7863,4
7866,7
7874,0
7885,5
7887,6
7900,5
7904,9
7913,7
7931,7
7939,2
7961,7
7975,9
8005,9
8022,5
8025,2
8039,3
8058,2
8067,8
8107,7
8131,1
8155,9
8164,3
8176,1
8182,7
8183,5
8198,7
8201,2
8308,9
8312,6
8319,1
8340,8
8368,0
8419,5
8451,1
8495,4
8557,3
8569,5
8609,2
8689,1
8716,3
8731,5
8741,7
8768,4
8801,7
8805,7
8809,0
8819,5
8848,6
8851,9
8859,8
8895,1
8913,7
8917,0
8918,8
8949,7
8952,2
8961,0
8986,5
8994,6
9020,8
9038,0
9048,0
9059,3
9104,2
9191,9
9222,0
9275,9
9276,7
9289,3
9295,6
9304,9
9340,5
9352,5
9390,9
9418,3
9423,1
9424,3
9438,6
9449,2
9507,1
9533,6
9582,7
9596,6
9620,3
9646,5
9655,9
9673,9
9675,0
9695,0
9704,4
9706,3
9810,9
9823,0
9897,2
9898,5
9899,5
9910,1
9921,6
9963,0
9984,4
10003,9
10018,4
10027,1
10079,8
10095,7
10112,9
10122,2
10162,5
10165,9
10207,2
10210,3
10248,1
10292,9
10333,5
10374,9
10382,9
10412,5
10419,6
10429,2
10432,5
10439,0
10441,5
10465,5
10471,0
10492,5
10522,7
10605,3
10613,9
10630,6
10647,3
10701,5
10702,7
10724,4
10726,8
10728,3
10742,5
10744,7
10757,3
10770,5
10813,6
10824,2
10877,5
10890,7
10892,1
10903,5
10934,9
10953,3
10981,8
10987,5
10989,7
10993,3
11031,3
11034,3
11045,0
11047,1
11068,9
11076,7
11090,9
11094,5
11125,7
11144,4
11174,6
11197,3
11245,9
11266,7
11302,8
11323,4
11327,6
11364,2
11365,8
11367,9
11368,9
11403,0
11421,7
11459,4
11461,6
11472,5
11477,5
11530,6
11531,2
11553,7
11557,9
11558,1
11566,7
11585,4
11587,5
11696,5
11712,0
11718,2
11752,3
11768,7
11791,0
11798,7
11821,7
11847,9
11849,6
11853,9
11855,1
11895,1
11918,9
11921,3
11944,7
12013,1
12017,3
12037,8
12039,5
12044,3
12074,9
12078,1
12110,5
12122,4
12153,3
12177,6
12200,9
12249,5
12269,5
12276,0
12291,4
12323,1
12346,3
12361,2
12376,5
12386,5
12405,5
12445,2
12467,5
12492,7
12535,9
12538,4
12540,5
12558,7
12569,5
12582,2
12613,6
12626,5
12629,9
12642,1
12655,9
12677,3
12694,5
12728,6
12741,0
12775,3
12808,2
12814,3
12868,9
12877,3
12917,5
12921,7
12937,5
12944,8
12960,8
12962,5
12965,9
12982,7
12987,1
13042,7
13122,8
13148,2
13152,8
13248,5
13267,4
13290,6
13306,6
13321,5
13335,0
13336,5
13375,6
13379,1
13451,4
13480,9
13531,3
13556,1
13567,3
13592,8
13602,5
13617,1
13635,6
13637,7
13671,6
13695,9
13700,1
13704,3
13708,5
13733,1
13749,5
13771,2
13775,4
13776,7
13794,7
13804,2
13814,7
13815,7
13829,5
13832,6
13842,7
13847,7
13867,7
13907,7
13936,9
13938,5
13946,5
13980,3
14009,5
14082,9
14090,5
14091,2
14096,5
14097,0
14115,3
14127,9
14128,8
14159,6
14184,3
14187,4
14205,3
14270,8
14305,8
14317,9
14328,6
14329,0
14348,7
14356,0
14365,9
14398,7
14414,1
14431,3
14432,4
14435,5
14450,3
14467,3
14478,8
14493,9
14500,6
14537,4
14563,7
14580,9
14601,7
14616,4
14630,5
14642,7
14713,5
14739,4
14769,4
14777,7
14791,8
14798,2
14799,5
14802,7
14864,3
14875,9
14899,1
14901,2
14907,5
14912,6
14937,0
14970,5
14981,4
15006,6
15012,5
15024,5
15025,6
15040,2
15042,0
15053,3
15092,4
15114,6
15134,6
15137,2
15155,5
15159,6
15177,6
15238,5
15243,7
15249,0
15292,3
15312,9
15316,1
15319,7
15358,5
15371,5
15392,1
15407,0
15415,5
15425,7
15426,4
15446,9
15452,7
15493,1
15537,2
15554,7
15560,9
15568,4
15569,2
15640,8
15641,6
15655,5
15698,5
15701,3
15702,5
15708,6
15732,5
15738,8
15742,5
15750,7
15768,5
15781,5
15792,7
15815,3
15819,5
15832,9
15833,7
15847,3
15856,7
15866,4
15880,5
15900,7
15904,0
15961,6
15969,5
15975,5
15976,7
16020,9
16035,9
16143,7
16182,8
16202,0
16216,4
16244,0
16250,9
16261,9
16264,7
16343,7
16348,1
16359,4
16399,4
16413,9
16419,7
16428,0
16446,5
16462,3
16490,5
16592,5
16633,5
16641,7
16652,4
16661,7
16686,1
16692,5
16701,2
16737,5
16814,9
16892,3
16911,3
16927,3
16987,0
16999,7
17004,6
17056,8
17065,8
17080,2
17109,7
17110,2
17116,3
17146,3
17150,6
17157,4
17158,4
17177,7
17179,8
17255,3
17260,1
17298,5
17324,3
17339,2
17369,2
17381,0
17382,6
17398,9
17419,7
17437,9
17443,7
17448,2
17471,3
17508,0
17524,6
17531,9
17540,1
17544,5
17568,4
17599,1
17643,3
17648,0
17651,5
17660,2
17716,5
17718,7
17744,4
17760,8
17766,3
17828,0
17854,1
17937,8
17947,3
17960,1
17971,5
18004,3
18006,7
18041,8
18051,9
18057,9
18103,5
18135,2
18181,6
18190,4
18195,8
18209,5
18211,9
18214,8
18252,3
18257,7
18269,7
18292,6
18294,4
18296,9
18298,5
18307,3
18318,2
18383,8
18390,3
18504,4
18506,9
18513,7
18614,8
18630,3
18652,6
18680,9
18696,5
18698,9
18712,0
18714,8
18727,3
18785,3
18807,4
18809,7
18833,1
18863,1
18891,2
